name,time,formula,pos,sentences,terms,se1,se2,se3,str1,str2,str3
reut2-004.sgm-424.txt,30,logEntropy,true,17,63,5,12,0,1.0,0.8064987488557209,0.7523020565520874,
reut2-004.sgm-572.txt,23,logEntropy,true,13,59,6,0,1,1.0,0.8332053522137732,0.7977333905371337,
reut2-004.sgm-592.txt,23,logEntropy,true,14,69,0,1,7,1.0,0.9720039514459784,0.7953695524603093,
reut2-004.sgm-593.txt,24,logEntropy,true,11,61,7,1,2,1.0,0.9200514909882421,0.8956800192065505,
reut2-004.sgm-60.txt,29,logEntropy,true,18,81,11,14,7,1.0,0.7310060573589804,0.7279395224369767,
reut2-004.sgm-723.txt,28,logEntropy,true,15,85,12,0,5,1.0,0.9175924773777948,0.8958644599893584,
reut2-004.sgm-859.txt,25,logEntropy,true,14,76,6,11,3,1.0,0.9775525599654011,0.9584761697986729,
reut2-004.sgm-905.txt,25,logEntropy,true,12,50,9,10,4,1.0,0.9600214128360094,0.8023892887404762,
reut2-005.sgm-155.txt,26,logEntropy,true,12,67,2,0,4,1.0,0.8864052604279181,0.8504642534202083,
reut2-005.sgm-189.txt,25,logEntropy,true,12,71,4,5,1,1.0,0.9914601474506524,0.9600214128360093,
reut2-005.sgm-2.txt,22,logEntropy,true,13,41,7,8,9,1.0,0.7586396191488377,0.6129659156125413,
reut2-005.sgm-207.txt,29,logEntropy,true,19,101,9,5,15,1.0,0.9381421767358795,0.8697294939551923,
reut2-005.sgm-234.txt,32,logEntropy,true,14,78,9,11,1,1.0,0.9133950685266257,0.9062138011045786,
reut2-005.sgm-264.txt,27,logEntropy,true,20,86,1,10,17,1.0,0.8697676620590333,0.839776375194115,
reut2-005.sgm-457.txt,26,logEntropy,true,16,78,8,6,0,1.0,0.910473890376256,0.8706706731507731,
reut2-005.sgm-553.txt,27,logEntropy,true,16,63,12,13,0,1.0,0.7162049385805183,0.6921943979326299,
reut2-005.sgm-770.txt,23,logEntropy,true,15,78,3,0,4,1.0,0.8744746321952072,0.874474632195206,
reut2-005.sgm-792.txt,24,logEntropy,true,12,60,9,5,0,1.0,0.9230676337109239,0.8845714214837146,
reut2-005.sgm-86.txt,23,logEntropy,true,11,76,3,8,6,1.0,0.7372966173524247,0.724797963125074,
reut2-005.sgm-863.txt,26,logEntropy,true,15,78,3,0,4,1.0,0.8744746321952072,0.874474632195206,
reut2-005.sgm-942.txt,23,logEntropy,true,12,68,0,8,3,1.0,0.9935786000291539,0.9007232750508419,
reut2-005.sgm-943.txt,23,logEntropy,true,16,62,1,5,0,1.0,0.9171547822566339,0.9122580047522736,
reut2-006.sgm-136.txt,24,logEntropy,true,13,67,1,5,9,1.0,0.9660917830792963,0.9389585622566239,
reut2-006.sgm-214.txt,26,logEntropy,true,13,79,9,0,8,1.0,0.9603969185883036,0.9360625928975428,
reut2-006.sgm-224.txt,31,logEntropy,true,16,67,13,1,11,1.0,0.9021212676834509,0.8377097151100165,
reut2-006.sgm-362.txt,30,logEntropy,true,13,52,7,6,11,1.0,0.8944271909999156,0.8944271909999156,
reut2-006.sgm-431.txt,23,logEntropy,true,11,53,1,6,7,1.0,0.9520420079926947,0.8773575430070513,
reut2-006.sgm-580.txt,23,logEntropy,true,12,57,5,9,10,1.0,0.8547998714630839,0.783463798416936,
reut2-006.sgm-795.txt,24,logEntropy,true,11,68,1,9,0,1.0,0.9919557059329613,0.7804635694933387,
reut2-007.sgm-154.txt,26,logEntropy,true,12,61,6,4,0,1.0,0.9022905725729681,0.8661467502990123,
reut2-007.sgm-174.txt,26,logEntropy,true,20,57,10,14,8,1.0,0.9999999999999996,0.9486832980505142,
reut2-007.sgm-262.txt,26,logEntropy,true,16,61,0,10,11,1.0,0.9161724425269185,0.865294587861314,
reut2-007.sgm-36.txt,25,logEntropy,true,17,57,6,7,11,1.0,0.8660254037844396,0.8164965809277249,
reut2-007.sgm-485.txt,36,logEntropy,true,17,52,1,3,0,1.0,0.9380999444908168,0.8364556381357849,
reut2-007.sgm-537.txt,23,logEntropy,true,12,60,2,3,0,1.0,0.9953600134559724,0.957753779746799,
reut2-007.sgm-539.txt,23,logEntropy,true,15,50,7,0,1,1.0,0.9946606224636861,0.9768899302307109,
reut2-007.sgm-546.txt,28,logEntropy,true,18,63,8,0,11,1.0,0.8253719412337281,0.7768279915390568,
reut2-007.sgm-594.txt,25,logEntropy,true,13,54,0,11,3,1.0,0.951879606167478,0.9044442946149092,
reut2-007.sgm-801.txt,23,logEntropy,true,23,71,1,16,11,1.0,0.8753207632739588,0.8708265494733441,
reut2-007.sgm-971.txt,25,logEntropy,true,14,58,3,0,1,1.0,0.9920267950483448,0.9235266863937244,
reut2-007.sgm-976.txt,26,logEntropy,true,12,49,2,6,7,1.0,0.8459851878858732,0.803111868664435,
reut2-008.sgm-113.txt,22,logEntropy,true,11,60,0,1,5,1.0,0.7831827439923901,0.7803018039266864,
reut2-008.sgm-140.txt,22,logEntropy,true,11,78,1,9,3,1.0,0.9184929975935354,0.7908744865568578,
reut2-008.sgm-389.txt,24,logEntropy,true,12,65,4,10,0,1.0,0.8758052506659848,0.7763183813007205,
reut2-008.sgm-484.txt,24,logEntropy,true,13,65,4,10,5,1.0,0.8886114961881064,0.8567842278608215,
reut2-008.sgm-515.txt,25,logEntropy,true,11,52,7,3,9,1.0,0.9486832980505123,0.9486832980505121,
reut2-008.sgm-599.txt,26,logEntropy,true,14,77,6,2,8,1.0,0.9934061515678118,0.9125997056067936,
reut2-008.sgm-614.txt,26,logEntropy,true,15,51,13,1,12,1.0,0.7342641246867286,0.6727968621106094,
reut2-008.sgm-704.txt,24,logEntropy,true,16,74,0,11,12,1.0,0.9427447332787583,0.9275386564981054,
reut2-008.sgm-705.txt,25,logEntropy,true,13,31,5,11,10,1.0,0.7627456237349377,0.6402790575064328,
reut2-008.sgm-706.txt,27,logEntropy,true,15,65,6,8,9,1.0,0.9128709291752748,0.9127750182458916,
reut2-008.sgm-71.txt,23,logEntropy,true,13,65,6,1,4,1.0,0.9514104905147549,0.9226020942661673,
reut2-008.sgm-814.txt,26,logEntropy,true,13,86,1,3,8,1.0,0.9155720207958509,0.8797681543971554,
reut2-008.sgm-880.txt,26,logEntropy,true,13,67,10,7,0,1.0,0.9076244308438252,0.8527207821497175,
reut2-008.sgm-939.txt,24,logEntropy,true,16,69,6,1,0,1.0,0.882282203060614,0.8171758242185307,
reut2-008.sgm-99.txt,27,logEntropy,true,16,54,4,8,12,1.0,0.7817662102113471,0.7370750144416895,
reut2-009.sgm-207.txt,25,logEntropy,true,13,61,8,0,6,1.0,0.9083252926215174,0.7919829231166431,
reut2-009.sgm-405.txt,26,logEntropy,true,18,77,6,3,14,1.0,0.9964508699726975,0.8260293486576015,
reut2-009.sgm-463.txt,22,logEntropy,true,12,60,6,2,9,1.0,0.9258200997725505,0.8451542547285155,
reut2-009.sgm-534.txt,21,logEntropy,true,11,66,0,1,4,1.0,0.8744746321952058,0.8043996665398437,
reut2-009.sgm-54.txt,23,logEntropy,true,15,94,9,11,7,1.0,0.9999999999999999,0.9999999999999992,
reut2-009.sgm-582.txt,31,logEntropy,true,12,66,2,3,5,1.0,0.9814649622258108,0.8965684642713402,
reut2-009.sgm-616.txt,25,logEntropy,true,18,70,14,9,16,1.0,0.9684868940009806,0.9654670245966142,
reut2-009.sgm-671.txt,22,logEntropy,true,11,61,3,0,5,1.0,0.9975925409052282,0.8692237798464014,
reut2-009.sgm-687.txt,23,logEntropy,true,19,52,3,16,0,1.0,0.7577066803680389,0.7210941122088015,
reut2-009.sgm-700.txt,24,logEntropy,true,13,70,1,5,10,1.0,0.8470621485517678,0.7407478998238408,
reut2-009.sgm-703.txt,24,logEntropy,true,16,62,0,7,4,1.0,0.8019649172334402,0.80196491723344,
reut2-009.sgm-768.txt,25,logEntropy,true,13,65,5,4,3,1.0,0.9489172720960861,0.9016295834557935,
reut2-009.sgm-769.txt,23,logEntropy,true,13,44,5,1,9,1.0,0.9078947276151601,0.9078947276151595,
reut2-009.sgm-781.txt,34,logEntropy,true,18,80,5,0,11,1.0,0.9849589348971408,0.9269448342666293,
reut2-010.sgm-121.txt,23,logEntropy,true,11,61,4,5,0,1.0,0.9303968196201177,0.7639990574685536,
reut2-010.sgm-132.txt,28,logEntropy,true,15,59,9,7,2,1.0,0.9165873891948935,0.8708033373068991,
reut2-010.sgm-140.txt,22,logEntropy,true,14,56,0,5,1,1.0,0.8922647788873039,0.8673654866234441,
reut2-010.sgm-29.txt,25,logEntropy,true,16,59,1,12,14,1.0,0.8428048799053184,0.7990574025101047,
reut2-010.sgm-381.txt,23,logEntropy,true,16,56,5,8,2,1.0,0.9499349983549134,0.6979901276195843,
reut2-010.sgm-444.txt,27,logEntropy,true,19,81,2,8,13,1.0,0.9874447412667645,0.8893728419792569,
reut2-010.sgm-511.txt,24,logEntropy,true,12,47,7,0,5,1.0,0.965832023505625,0.8888565530024561,
reut2-010.sgm-552.txt,27,logEntropy,true,16,67,7,12,13,1.0,0.9996407953599127,0.9413727169610877,
reut2-010.sgm-606.txt,23,logEntropy,true,13,65,0,1,8,1.0,0.9948584119095801,0.9566844620649553,
reut2-010.sgm-620.txt,23,logEntropy,true,13,82,2,7,3,1.0,0.9306623906495718,0.9219358096608495,
reut2-010.sgm-629.txt,23,logEntropy,true,14,85,6,1,0,1.0,0.8724734879145329,0.823925156892213,
reut2-010.sgm-631.txt,26,logEntropy,true,11,55,1,5,3,1.0,0.837487904640564,0.7985133860204573,
reut2-010.sgm-796.txt,23,logEntropy,true,14,85,6,1,0,1.0,0.8724734879145329,0.823925156892213,
reut2-010.sgm-81.txt,29,logEntropy,true,13,66,3,6,9,1.0,0.9379647199611661,0.8687794978542188,
reut2-010.sgm-862.txt,25,logEntropy,true,18,83,15,6,13,1.0,0.9417227598730283,0.8766961782365028,
reut2-010.sgm-915.txt,27,logEntropy,true,15,53,1,13,0,1.0,0.9428090415820637,0.8819171036881983,
reut2-010.sgm-978.txt,28,logEntropy,true,12,56,6,5,8,1.0,0.9673222906328708,0.9141874088949657,
reut2-010.sgm-999.txt,27,logEntropy,true,18,98,0,13,5,1.0,0.966091783079296,0.9631183118702055,
reut2-011.sgm-117.txt,27,logEntropy,true,15,74,0,1,2,1.0,0.8901341755574206,0.8325817921625841,
reut2-011.sgm-134.txt,25,logEntropy,true,13,84,11,5,9,1.0,0.9737169530516169,0.9223651216251696,
reut2-011.sgm-143.txt,25,logEntropy,true,15,80,12,11,0,1.0,0.946459719048293,0.9240481433870553,
reut2-011.sgm-326.txt,26,logEntropy,true,11,90,0,4,8,1.0,0.9041780623793659,0.9013444819536705,
reut2-011.sgm-458.txt,27,logEntropy,true,12,68,7,9,0,1.0,0.9951557399910708,0.9478239475559759,
reut2-011.sgm-638.txt,23,logEntropy,true,11,58,3,1,0,1.0,0.9468433224232754,0.9071296607429148,
reut2-011.sgm-671.txt,22,logEntropy,true,19,68,12,5,4,1.0,0.9892774006710555,0.9022625149381306,
reut2-011.sgm-81.txt,24,logEntropy,true,19,62,1,7,6,1.0,0.9600558816439378,0.9266443340596152,
reut2-011.sgm-830.txt,22,logEntropy,true,13,76,0,4,11,1.0,0.9126873420296735,0.8800215829779287,
reut2-011.sgm-949.txt,25,logEntropy,true,17,66,0,10,8,1.0,0.9469275403955714,0.7306374497025528,
reut2-011.sgm-955.txt,25,logEntropy,true,16,72,0,14,8,1.0,0.8026359926359006,0.7438856067858794,
reut2-012.sgm-155.txt,26,logEntropy,true,15,75,11,13,4,1.0,0.9999999999999994,0.8578396912176068,
reut2-012.sgm-448.txt,25,logEntropy,true,17,51,12,7,4,1.0,0.8907356357606611,0.8563327540876692,
reut2-012.sgm-476.txt,24,logEntropy,true,11,49,7,0,9,1.0,0.9999999999999999,0.944580698607455,
reut2-012.sgm-551.txt,25,logEntropy,true,13,100,1,0,2,1.0,0.9446477209726011,0.7798172437214838,
reut2-012.sgm-601.txt,28,logEntropy,true,31,105,21,9,17,1.0,0.9598795318874035,0.9569671864874467,
reut2-012.sgm-633.txt,31,logEntropy,true,16,72,7,3,0,1.0,0.9594917319082261,0.9405737129206654,
reut2-012.sgm-638.txt,26,logEntropy,true,17,56,0,3,1,1.0,0.7756003989847615,0.6725324284608586,
reut2-012.sgm-669.txt,22,logEntropy,true,14,55,8,4,6,1.0,0.9975631938024339,0.9556294462772239,
reut2-012.sgm-779.txt,24,logEntropy,true,18,52,1,13,4,1.0,0.9411853647191927,0.8961857581796797,
reut2-012.sgm-798.txt,30,logEntropy,true,16,74,0,9,2,1.0,0.9083865785764336,0.846140570412068,
reut2-012.sgm-827.txt,24,logEntropy,true,12,73,3,0,9,1.0,0.8401680504168056,0.8401680504168053,
reut2-012.sgm-848.txt,27,logEntropy,true,18,72,1,9,0,1.0,0.9025773428556848,0.7975535571418102,
reut2-012.sgm-988.txt,28,logEntropy,true,13,58,0,2,9,1.0,0.9644041028451161,0.8859347725695634,
reut2-013.sgm-122.txt,27,logEntropy,true,17,68,14,8,13,1.0,0.9774240265579978,0.8237201066691691,
reut2-013.sgm-264.txt,27,logEntropy,true,16,61,13,0,9,1.0,0.9642854009308159,0.8326656547998215,
reut2-013.sgm-279.txt,24,logEntropy,true,14,55,0,3,5,1.0,0.8864052604279192,0.8017837257372732,
reut2-013.sgm-615.txt,23,logEntropy,true,18,64,5,15,3,1.0,0.7759285526217357,0.7684552560918575,
reut2-013.sgm-945.txt,20,logEntropy,true,11,68,0,8,3,1.0,0.9013878188659982,0.7905694150420959,
reut2-014.sgm-312.txt,26,logEntropy,true,12,54,4,2,10,1.0,0.8131802256986079,0.7092894250930011,
reut2-014.sgm-756.txt,24,logEntropy,true,13,78,6,9,0,1.0,0.9926319513361214,0.9717669206079987,
reut2-014.sgm-808.txt,25,logEntropy,true,16,99,6,11,14,1.0,0.8498365855987982,0.8498365855987967,
reut2-014.sgm-877.txt,23,logEntropy,true,17,56,0,10,9,1.0,0.8631794411458201,0.8053281024637403,
reut2-015.sgm-13.txt,23,logEntropy,true,14,75,0,8,10,1.0,0.8043996665398465,0.7669649888473727,
reut2-015.sgm-262.txt,26,logEntropy,true,13,60,5,11,1,1.0,0.9209985986007753,0.8945931750734903,
reut2-015.sgm-263.txt,25,logEntropy,true,13,50,10,8,0,1.0,0.9855675780126689,0.846120652894099,
reut2-015.sgm-348.txt,23,logEntropy,true,13,50,0,9,8,1.0,0.953462589245592,0.8528028654224418,
reut2-015.sgm-538.txt,26,logEntropy,true,12,77,1,8,9,1.0,0.9118173682792124,0.8936986895383798,
reut2-015.sgm-551.txt,24,logEntropy,true,13,68,6,0,4,1.0,0.9915193297883037,0.9886168646754495,
reut2-015.sgm-812.txt,27,logEntropy,true,15,58,4,11,13,1.0,0.9527361755865275,0.8778919589818107,
reut2-015.sgm-817.txt,23,logEntropy,true,12,69,3,7,2,1.0,0.968975909883599,0.932806860914488,
reut2-016.sgm-131.txt,26,logEntropy,true,20,62,0,2,6,1.0,0.957842996310229,0.9468662507412491,
reut2-016.sgm-175.txt,29,logEntropy,true,27,82,10,14,8,1.0,0.9120238564763115,0.8909895639384667,
reut2-016.sgm-182.txt,26,logEntropy,true,20,62,0,2,6,1.0,0.957842996310229,0.9468662507412491,
reut2-016.sgm-277.txt,26,logEntropy,true,12,57,3,5,0,1.0,0.8495904310674811,0.8226893356520708,
reut2-016.sgm-331.txt,26,logEntropy,true,17,70,0,1,10,1.0,0.7844198081508438,0.7479149413350364,
reut2-016.sgm-762.txt,23,logEntropy,true,17,59,1,0,9,1.0,0.9618150677709106,0.8810800158196885,
reut2-016.sgm-786.txt,27,logEntropy,true,16,75,1,10,0,1.0,0.9395148820132544,0.939514882013254,
reut2-016.sgm-789.txt,26,logEntropy,true,17,59,1,0,9,1.0,0.9618150677709106,0.8810800158196885,
reut2-016.sgm-851.txt,22,logEntropy,true,18,73,13,8,0,1.0,0.9128709291752772,0.9128709291752752,
reut2-016.sgm-938.txt,25,logEntropy,true,16,63,12,2,5,1.0,0.9579247732006255,0.9483537988257852,
reut2-016.sgm-969.txt,22,logEntropy,true,16,63,12,13,7,1.0,0.7591370017605297,0.7450240861330663,
reut2-016.sgm-984.txt,24,logEntropy,true,15,69,9,7,0,1.0,0.9931632680095094,0.8881163394673015,
reut2-016.sgm-997.txt,30,logEntropy,true,19,68,8,11,16,1.0,0.8583358835676701,0.8224362572258749,
reut2-017.sgm-118.txt,25,logEntropy,true,15,90,13,0,6,1.0,0.8164353066023824,0.7680141761503773,
reut2-017.sgm-175.txt,26,logEntropy,true,17,70,0,11,14,1.0,0.7904322158963745,0.7234181462314319,
reut2-017.sgm-248.txt,27,logEntropy,true,14,61,1,9,12,1.0,0.9922248956613099,0.9922248956613088,
reut2-017.sgm-271.txt,28,logEntropy,true,14,61,1,9,12,1.0,0.9922248956613099,0.9922248956613088,
reut2-017.sgm-279.txt,23,logEntropy,true,19,60,16,15,2,1.0,0.9581604165551567,0.8003115564962171,
reut2-017.sgm-3.txt,31,logEntropy,true,13,73,2,7,6,1.0,0.9534387776225159,0.9204869896494645,
reut2-017.sgm-356.txt,28,logEntropy,true,24,81,0,19,21,1.0,0.80348633307863,0.77311303849208,
reut2-017.sgm-924.txt,24,logEntropy,true,13,64,7,6,3,1.0,0.9999999999999997,0.996829927413593,
reut2-018.sgm-420.txt,26,logEntropy,true,21,75,1,0,3,1.0,0.9393364366277235,0.8401680504168045,
reut2-018.sgm-427.txt,23,logEntropy,true,15,71,2,3,5,1.0,0.8819980093677477,0.8711678201048776,
reut2-018.sgm-441.txt,25,logEntropy,true,16,71,0,1,11,1.0,0.8864052604279197,0.8451542547285172,
reut2-018.sgm-462.txt,23,logEntropy,true,16,23,13,10,8,1.0,0.9710935288821874,0.8915189145785087,
reut2-018.sgm-478.txt,25,logEntropy,true,18,53,16,0,5,1.0,0.8983003324426924,0.8983003324426921,
reut2-018.sgm-503.txt,23,logEntropy,true,13,53,11,0,1,1.0,0.8781691746648964,0.780864434217859,
reut2-018.sgm-7.txt,31,logEntropy,true,16,26,9,11,6,1.0,0.9569952387629104,0.8965990661609241,
reut2-018.sgm-732.txt,23,logEntropy,true,14,66,0,2,3,1.0,0.8792932764955059,0.7878937942444452,
reut2-018.sgm-872.txt,24,logEntropy,true,16,53,1,0,3,1.0,0.9587751534524899,0.9507948123450742,
reut2-019.sgm-127.txt,24,logEntropy,true,11,65,0,9,4,1.0,0.9636241116594307,0.8864052604279197,
reut2-019.sgm-14.txt,23,logEntropy,true,11,63,2,1,4,1.0,0.9529091096716885,0.9284684469290996,
reut2-019.sgm-231.txt,25,logEntropy,true,11,58,8,9,6,1.0,0.9736660977837628,0.9697279972244792,
reut2-019.sgm-386.txt,24,logEntropy,true,14,78,0,10,4,1.0,0.9999999999999991,0.8947705954762609,
reut2-019.sgm-526.txt,25,logEntropy,true,12,58,4,9,7,1.0,0.9293927777495392,0.9247621020315429,
reut2-019.sgm-538.txt,24,logEntropy,true,13,54,3,4,2,1.0,0.8226639319665972,0.8173691488372614,
reut2-019.sgm-552.txt,28,logEntropy,true,14,46,6,2,1,1.0,0.978305506996623,0.9524142627753044,
reut2-019.sgm-562.txt,27,logEntropy,true,14,48,0,7,6,1.0,0.8283940521957759,0.8071535279636224,
reut2-019.sgm-574.txt,25,logEntropy,true,13,68,5,3,10,1.0,0.9463442889389535,0.8845435106777032,
reut2-019.sgm-595.txt,24,logEntropy,true,18,72,14,6,11,1.0,0.9278632528519755,0.8563488385776761,
reut2-019.sgm-682.txt,30,logEntropy,true,12,78,9,8,5,1.0,0.8937545912964735,0.8194372053402843,
reut2-019.sgm-866.txt,22,logEntropy,true,12,66,1,5,10,1.0,0.9004756045678455,0.8382971663828905,
reut2-019.sgm-90.txt,23,logEntropy,true,12,72,3,4,0,1.0,0.9533790784653577,0.8834425244054137,
reut2-020.sgm-29.txt,23,logEntropy,true,14,59,11,6,0,1.0,0.9852556660377101,0.8972199350658715,
reut2-020.sgm-460.txt,25,logEntropy,true,16,61,0,3,12,1.0,0.7182430929522701,0.7042355698080284,
reut2-020.sgm-786.txt,22,logEntropy,true,15,50,8,13,7,1.0,0.8855692849454747,0.8410097778340132,
reut2-021.sgm-272.txt,23,logEntropy,true,13,49,6,5,0,1.0,0.9189353168159792,0.8859347725695623,
reut2-000.sgm-229.txt,24,logEntropy,true,18,88,0,1,8,1.0,0.960768922830523,0.9198662110077992,
reut2-000.sgm-239.txt,27,logEntropy,true,18,88,0,1,8,1.0,0.960768922830523,0.9198662110077992,
reut2-000.sgm-299.txt,27,logEntropy,true,18,81,0,14,13,1.0,0.9664379421041366,0.9496897806854083,
reut2-000.sgm-338.txt,25,logEntropy,true,19,80,6,0,14,1.0,0.9633360978870954,0.8438398840830772,
reut2-000.sgm-524.txt,23,logEntropy,true,12,80,1,4,5,1.0,0.9722793568586399,0.8350337230819947,
reut2-000.sgm-636.txt,31,logEntropy,true,13,49,0,10,1,1.0,1.0,0.9534625892455916,
reut2-000.sgm-670.txt,25,logEntropy,true,19,64,1,13,17,1.0,0.7500000000000004,0.7137598204808093,
reut2-000.sgm-717.txt,26,logEntropy,true,20,78,3,8,6,1.0,0.9502062024303566,0.9272092154618552,
reut2-000.sgm-877.txt,23,logEntropy,true,16,79,6,12,8,1.0,0.9987022165828537,0.9198662110078001,
reut2-000.sgm-890.txt,24,logEntropy,true,27,54,0,1,2,1.0,1.0,0.9999999999999998,
reut2-000.sgm-902.txt,24,logEntropy,true,25,63,18,9,0,1.0,0.9683051437711804,0.9270815932264246,
reut2-000.sgm-925.txt,22,logEntropy,true,13,68,10,0,3,1.0,0.9861860475771272,0.8748288588596114,
reut2-000.sgm-941.txt,22,logEntropy,true,13,68,10,0,3,1.0,0.9861860475771272,0.8748288588596114,
reut2-001.sgm-226.txt,27,logEntropy,true,21,73,7,0,18,1.0,0.8910404819764317,0.8495737650678876,
reut2-001.sgm-368.txt,24,logEntropy,true,15,49,12,10,6,1.0,0.9782937895328659,0.9540107661494843,
reut2-001.sgm-729.txt,26,logEntropy,true,14,58,11,1,7,1.0,0.9578064842554562,0.9036310811088333,
reut2-001.sgm-776.txt,27,logEntropy,true,21,51,2,8,15,1.0,0.9722067111882366,0.8781691061393179,
reut2-001.sgm-901.txt,28,logEntropy,true,20,72,0,6,1,1.0,0.8870441058701511,0.8864052604279198,
reut2-001.sgm-966.txt,27,logEntropy,true,14,69,2,8,5,1.0,0.9625077624749082,0.9257505338805866,
reut2-002.sgm-109.txt,22,logEntropy,true,12,53,3,5,0,1.0,0.9028380954222623,0.8979626121655637,
reut2-002.sgm-120.txt,30,logEntropy,true,13,83,5,1,8,1.0,0.7635858528837892,0.7357297315307118,
reut2-002.sgm-127.txt,23,logEntropy,true,13,63,5,11,7,1.0,0.9924502577873897,0.9336824961505651,
reut2-002.sgm-325.txt,23,logEntropy,true,12,71,6,5,9,1.0,0.9571023856829708,0.8925181006525518,
reut2-002.sgm-416.txt,24,logEntropy,true,16,94,4,11,8,1.0,0.9428090415820634,0.8808543682854971,
reut2-002.sgm-595.txt,25,logEntropy,true,15,46,12,0,2,1.0,0.9904689811960853,0.9903649174150241,
reut2-002.sgm-757.txt,24,logEntropy,true,15,62,2,4,10,1.0,0.9919517130225314,0.8099961001482436,
reut2-002.sgm-790.txt,24,logEntropy,true,12,78,0,4,10,1.0,0.9635406083365962,0.8245520642692333,
