name,time,formula,pos,sentences,terms,se1,se2,se3,str1,str2,str3
reut2-010.sgm-511.txt,25,count,true,12,47,7,0,5,1.0,0.9258200997725506,0.8864052604279177,
reut2-010.sgm-552.txt,28,count,true,16,67,7,12,3,1.0,0.9219544457292895,0.9219544457292875,
reut2-010.sgm-606.txt,26,count,true,13,65,1,0,8,1.0,0.9660917830792957,0.9309493362512629,
reut2-010.sgm-620.txt,24,count,true,13,82,7,2,3,1.0,0.9999999999999998,0.9128709291752767,
reut2-010.sgm-629.txt,24,count,true,14,85,6,1,3,1.0,0.8790490729915325,0.7977240352174658,
reut2-010.sgm-631.txt,26,count,true,11,55,1,5,3,1.0,0.8864052604279183,0.8451542547285146,
reut2-010.sgm-796.txt,24,count,true,14,85,6,1,3,1.0,0.8790490729915325,0.7977240352174658,
reut2-010.sgm-81.txt,25,count,true,13,66,3,6,9,1.0,0.9682458365518554,0.9013878188659968,
reut2-010.sgm-862.txt,26,count,true,18,83,15,6,13,1.0,0.912870929175277,0.8498365855987977,
reut2-010.sgm-915.txt,29,count,true,15,53,1,11,13,1.0,0.9428090415820638,0.9428090415820634,
reut2-010.sgm-978.txt,24,count,true,12,56,6,5,8,1.0,0.9660917830792957,0.930949336251264,
reut2-010.sgm-999.txt,29,count,true,18,98,0,5,13,1.0,0.9999999999999991,0.9660917830792943,
reut2-011.sgm-117.txt,26,count,true,15,74,0,1,2,1.0,0.8944271909999183,0.866025403784438,
reut2-011.sgm-134.txt,26,count,true,13,84,11,5,10,1.0,0.9293203772845852,0.9045340337332912,
reut2-011.sgm-143.txt,26,count,true,15,80,12,11,0,1.0,0.9486832980505133,0.8944271909999153,
reut2-011.sgm-326.txt,27,count,true,11,90,0,4,7,1.0,0.9045340337332889,0.8790490729915301,
reut2-011.sgm-458.txt,29,count,true,12,68,9,7,0,1.0,0.9607689228305233,0.9198662110078006,
reut2-011.sgm-638.txt,22,count,true,11,58,3,1,0,1.0,0.9701425001453342,0.90748521297303,
reut2-011.sgm-671.txt,23,count,true,19,68,5,12,4,1.0,0.9607689228305242,0.9198662110078019,
reut2-011.sgm-81.txt,25,count,true,19,62,1,7,8,1.0,0.9999999999999994,0.9258200997725513,
reut2-011.sgm-830.txt,32,count,true,13,76,0,4,11,1.0,0.8819171036881959,0.849836585598797,
reut2-011.sgm-949.txt,22,count,true,17,66,0,10,8,1.0,0.9258200997725501,0.7237468644557459,
reut2-011.sgm-955.txt,25,count,true,16,72,0,14,8,1.0,0.7200822998230935,0.6666666666666656,
reut2-012.sgm-155.txt,27,count,true,15,75,11,13,2,1.0,0.9999999999999986,0.8885233166386383,
reut2-012.sgm-448.txt,29,count,true,17,51,12,7,4,1.0,0.8597269536210953,0.8597269536210951,
reut2-012.sgm-476.txt,25,count,true,11,49,7,6,0,1.0,0.9999999999999999,0.9999999999999998,
reut2-012.sgm-551.txt,25,count,true,13,100,1,0,2,1.0,0.9325048082403122,0.7518094115561114,
reut2-012.sgm-601.txt,30,count,true,31,105,21,17,9,1.0,0.8075728530872505,0.80757285308725,
reut2-012.sgm-633.txt,31,count,true,16,72,7,3,0,1.0,0.9718253158075499,0.9428090415820626,
reut2-012.sgm-638.txt,26,count,true,17,56,0,3,1,1.0,0.7608859102526834,0.6882472016116857,
reut2-012.sgm-669.txt,22,count,true,14,55,8,6,4,1.0,0.9354143466934864,0.9354143466934854,
reut2-012.sgm-779.txt,22,count,true,18,52,1,13,4,1.0,0.9486832980505125,0.8944271909999157,
reut2-012.sgm-798.txt,27,count,true,16,74,0,9,2,1.0,0.881917103688197,0.8498365855987985,
reut2-012.sgm-827.txt,23,count,true,12,73,3,9,0,1.0,0.8401680504168054,0.8401680504168046,
reut2-012.sgm-848.txt,27,count,true,18,72,1,9,3,1.0,0.874474632195206,0.7669649888473704,
reut2-012.sgm-988.txt,22,count,true,13,58,0,2,9,1.0,0.9660917830792957,0.8563488385776753,
reut2-013.sgm-122.txt,27,count,true,17,68,8,14,13,1.0,0.8997354108424378,0.7867957924694426,
reut2-013.sgm-264.txt,27,count,true,16,61,13,0,9,1.0,0.968245836551855,0.7905694150420948,
reut2-013.sgm-279.txt,25,count,true,14,55,0,3,5,1.0,0.8864052604279188,0.8017837257372721,
reut2-013.sgm-615.txt,23,count,true,18,64,5,15,3,1.0,0.816496580927726,0.7453559924999299,
reut2-013.sgm-945.txt,23,count,true,11,68,0,8,3,1.0,0.9013878188659975,0.7905694150420958,
reut2-014.sgm-312.txt,23,count,true,12,54,4,2,10,1.0,0.8164965809277271,0.6497862896539316,
reut2-014.sgm-756.txt,25,count,true,13,78,6,9,7,1.0,0.9999999999999998,0.9682458365518548,
reut2-014.sgm-808.txt,26,count,true,16,99,6,4,11,1.0,0.8819171036881984,0.849836585598798,
reut2-014.sgm-877.txt,27,count,true,17,56,0,10,1,1.0,0.7905694150420941,0.7499999999999998,
reut2-015.sgm-13.txt,24,count,true,14,75,0,8,10,1.0,0.8043996665398442,0.7669649888473706,
reut2-015.sgm-262.txt,28,count,true,13,60,5,1,11,1.0,0.901387818865998,0.9013878188659977,
reut2-015.sgm-263.txt,26,count,true,13,50,10,8,0,1.0,0.9999999999999998,0.7817359599705717,
reut2-015.sgm-348.txt,23,count,true,13,50,0,9,8,1.0,0.953462589245593,0.8528028654224419,
reut2-015.sgm-538.txt,26,count,true,12,77,1,8,9,1.0,0.9176629354822478,0.9176629354822472,
reut2-015.sgm-551.txt,24,count,true,13,68,6,0,4,1.0,0.9999999999999998,0.9636241116594318,
reut2-015.sgm-812.txt,27,count,true,15,58,11,4,0,1.0,0.8846517369293823,0.8075728530872484,
reut2-015.sgm-817.txt,24,count,true,12,69,3,7,2,1.0,0.9701425001453319,0.9074852129730303,
reut2-016.sgm-131.txt,29,count,true,20,62,2,13,0,1.0,0.9607689228305228,0.9607689228305223,
reut2-016.sgm-175.txt,29,count,true,27,82,10,8,14,1.0,0.9074852129730271,0.8401680504168034,
reut2-016.sgm-182.txt,25,count,true,20,62,2,13,0,1.0,0.9607689228305228,0.9607689228305223,
reut2-016.sgm-277.txt,27,count,true,12,57,3,0,5,1.0,0.8062257748298547,0.7745966692414833,
reut2-016.sgm-331.txt,27,count,true,17,70,0,1,10,1.0,0.7416198487095658,0.7071067811865485,
reut2-016.sgm-762.txt,26,count,true,17,59,0,1,9,1.0,0.9999999999999989,0.8864052604279176,
reut2-016.sgm-786.txt,27,count,true,16,75,1,0,10,1.0,0.8744746321952063,0.874474632195206,
reut2-016.sgm-789.txt,26,count,true,17,59,0,1,9,1.0,0.9999999999999989,0.8864052604279176,
reut2-016.sgm-851.txt,24,count,true,18,73,13,8,0,1.0,0.9128709291752778,0.9128709291752759,
reut2-016.sgm-938.txt,26,count,true,16,63,12,5,2,1.0,0.9459053029269182,0.8583950752789532,
reut2-016.sgm-969.txt,23,count,true,16,63,12,13,7,1.0,0.722315118514615,0.6915640748081247,
reut2-016.sgm-984.txt,27,count,true,15,69,7,9,0,1.0,0.9999999999999992,0.8563488385776753,
reut2-016.sgm-997.txt,30,count,true,19,68,8,11,16,1.0,0.840168050416806,0.7669649888473701,
reut2-017.sgm-118.txt,27,count,true,15,90,13,0,6,1.0,0.845154254728515,0.7559289460184533,
reut2-017.sgm-175.txt,25,count,true,17,70,0,11,14,1.0,0.806225774829854,0.7071067811865475,
reut2-017.sgm-248.txt,28,count,true,14,61,9,12,0,1.0,0.9999999999999991,0.9574271077563378,
reut2-017.sgm-271.txt,25,count,true,14,61,9,12,0,1.0,0.9999999999999991,0.9574271077563378,
reut2-017.sgm-279.txt,23,count,true,19,60,16,15,2,1.0,0.9354143466934841,0.7499999999999994,
reut2-017.sgm-3.txt,25,count,true,13,73,2,7,6,1.0,0.9325048082403133,0.8846517369293828,
reut2-017.sgm-356.txt,29,count,true,24,81,0,19,21,1.0,0.8164965809277251,0.7453559924999289,
reut2-017.sgm-924.txt,25,count,true,13,64,7,6,3,1.0,0.9999999999999986,0.9607689228305223,
reut2-018.sgm-420.txt,26,count,true,21,75,1,0,3,1.0,0.9393364366277241,0.8401680504168029,
reut2-018.sgm-427.txt,24,count,true,15,71,2,3,5,1.0,0.8340576562282997,0.8340576562282989,
reut2-018.sgm-441.txt,25,count,true,16,71,0,1,11,1.0,0.8864052604279197,0.8451542547285178,
reut2-018.sgm-462.txt,24,count,true,16,23,13,10,8,1.0,0.9636241116594321,0.8451542547285175,
reut2-018.sgm-478.txt,26,count,true,18,53,16,5,0,1.0,0.8528028654224399,0.8528028654224392,
reut2-018.sgm-503.txt,24,count,true,13,53,11,0,2,1.0,0.816496580927726,0.7453559924999299,
reut2-018.sgm-7.txt,28,count,true,16,26,9,11,6,1.0,0.8528028654224428,0.7977240352174654,
reut2-018.sgm-732.txt,23,count,true,14,66,0,2,3,1.0,0.859726953621096,0.7518094115561115,
reut2-018.sgm-872.txt,24,count,true,16,53,3,1,0,1.0,0.9636241116594314,0.8864052604279182,
reut2-019.sgm-127.txt,26,count,true,11,65,0,9,3,1.0,0.9636241116594316,0.886405260427919,
reut2-019.sgm-14.txt,23,count,true,11,63,2,1,4,1.0,0.9428090415820629,0.912870929175276,
reut2-019.sgm-231.txt,25,count,true,11,58,8,6,1,1.0,0.9682458365518547,0.9682458365518544,
reut2-019.sgm-386.txt,23,count,true,14,78,0,10,4,1.0,0.9999999999999992,0.894427190999915,
reut2-019.sgm-526.txt,26,count,true,12,58,4,9,7,1.0,0.930949336251262,0.8944271909999156,
reut2-019.sgm-538.txt,24,count,true,13,54,3,2,11,1.0,0.8451542547285169,0.8164965809277259,
reut2-019.sgm-552.txt,29,count,true,14,46,6,2,1,1.0,0.9428090415820631,0.9128709291752763,
reut2-019.sgm-562.txt,23,count,true,14,48,0,7,6,1.0,0.8583950752789526,0.794719414239028,
reut2-019.sgm-574.txt,30,count,true,13,68,5,3,10,1.0,0.9393364366277234,0.9074852129730308,
reut2-019.sgm-595.txt,25,count,true,18,72,14,6,11,1.0,0.9660917830792933,0.8563488385776716,
reut2-019.sgm-682.txt,44,count,true,12,78,9,8,5,1.0,0.8429272304235239,0.7608859102526819,
reut2-019.sgm-866.txt,22,count,true,12,66,1,5,10,1.0,0.8451542547285158,0.7867957924694421,
reut2-019.sgm-90.txt,23,count,true,12,72,3,4,0,1.0,0.9718253158075503,0.9128709291752763,
reut2-020.sgm-29.txt,24,count,true,14,59,6,11,3,1.0,0.942809041582065,0.816496580927727,
reut2-020.sgm-460.txt,26,count,true,16,61,0,12,3,1.0,0.688247201611686,0.6882472016116856,
reut2-020.sgm-786.txt,23,count,true,15,50,8,13,7,1.0,0.8451542547285164,0.8017837257372732,
reut2-021.sgm-272.txt,24,count,true,13,49,6,5,0,1.0,0.9309493362512625,0.8563488385776753,
reut2-000.sgm-229.txt,29,count,true,18,88,0,2,1,1.0,0.9607689228305228,0.9607689228305224,
reut2-000.sgm-239.txt,28,count,true,18,88,0,2,1,1.0,0.9607689228305228,0.9607689228305224,
reut2-000.sgm-299.txt,28,count,true,18,81,13,0,14,1.0,0.9682458365518545,0.9354143466934847,
reut2-000.sgm-338.txt,26,count,true,19,80,6,0,14,1.0,0.9660917830792959,0.8563488385776717,
reut2-000.sgm-524.txt,24,count,true,12,80,1,4,5,1.0,0.9393364366277237,0.8043996665398436,
reut2-000.sgm-636.txt,32,count,true,13,49,10,0,1,1.0,0.9999999999999999,0.9534625892455914,
reut2-000.sgm-670.txt,26,count,true,19,64,1,13,17,1.0,0.7499999999999993,0.7071067811865478,
reut2-000.sgm-717.txt,24,count,true,20,78,3,8,6,1.0,0.9660917830792946,0.9309493362512627,
reut2-000.sgm-877.txt,26,count,true,16,79,12,6,8,1.0,0.9636241116594303,0.8864052604279169,
reut2-000.sgm-890.txt,25,count,true,27,54,0,1,2,1.0,0.9999999999999991,0.999999999999999,
reut2-000.sgm-902.txt,25,count,true,25,63,18,9,0,1.0,0.9258200997725515,0.8864052604279192,
reut2-000.sgm-925.txt,23,count,true,13,68,10,0,3,1.0,0.9293203772845857,0.7977240352174649,
reut2-000.sgm-941.txt,23,count,true,13,68,10,0,3,1.0,0.9293203772845857,0.7977240352174649,
reut2-001.sgm-226.txt,28,count,true,21,73,7,0,18,1.0,0.8563488385776734,0.8164965809277244,
reut2-001.sgm-368.txt,26,count,true,15,49,12,6,10,1.0,0.9486832980505151,0.9486832980505142,
reut2-001.sgm-729.txt,26,count,true,14,58,11,7,1,1.0,0.939336436627725,0.9393364366277244,
reut2-001.sgm-776.txt,29,count,true,21,51,8,2,15,1.0,0.9718253158075484,0.9428090415820629,
reut2-001.sgm-901.txt,28,count,true,20,72,0,6,1,1.0,0.9258200997725518,0.8864052604279185,
reut2-001.sgm-966.txt,27,count,true,14,69,2,5,8,1.0,0.9999999999999998,0.9682458365518556,
reut2-002.sgm-109.txt,23,count,true,12,53,3,5,0,1.0,0.9534625892455925,0.9045340337332911,
reut2-002.sgm-120.txt,32,count,true,13,83,5,1,4,1.0,0.6974858324629151,0.6778343894045654,
reut2-002.sgm-127.txt,23,count,true,13,63,11,5,7,1.0,0.9682458365518541,0.9354143466934854,
reut2-002.sgm-325.txt,25,count,true,12,71,6,5,9,1.0,0.9701425001453315,0.9393364366277236,
reut2-002.sgm-416.txt,26,count,true,16,94,4,11,8,1.0,0.942809041582064,0.9128709291752772,
reut2-002.sgm-595.txt,27,count,true,15,46,2,12,0,1.0,0.9534625892455916,0.9534625892455909,
reut2-002.sgm-757.txt,24,count,true,15,62,4,2,10,1.0,0.960768922830521,0.7844645405527353,
reut2-002.sgm-790.txt,24,count,true,12,78,0,4,10,1.0,0.9097176522946836,0.7656414934887762,
reut2-002.sgm-795.txt,26,count,true,16,85,6,0,12,1.0,0.7958224257542206,0.7302967433402211,
reut2-002.sgm-804.txt,25,count,true,15,84,3,7,6,1.0,0.8246211251235319,0.799999999999998,
reut2-002.sgm-947.txt,25,count,true,15,48,12,9,1,1.0,0.9574271077563372,0.9574271077563365,
reut2-002.sgm-990.txt,24,count,true,18,72,15,16,0,1.0,0.8997354108424385,0.8728715609439707,
reut2-003.sgm-12.txt,30,count,true,18,60,7,14,8,1.0,0.7791937224739817,0.7071067811865478,
reut2-003.sgm-216.txt,25,count,true,15,65,7,5,2,1.0,0.9636241116594321,0.8864052604279185,
reut2-003.sgm-33.txt,25,count,true,13,79,0,9,3,1.0,0.9176629354822475,0.8885233166386393,
reut2-003.sgm-407.txt,25,count,true,12,59,0,2,4,1.0,0.877058019307029,0.8770580193070288,
reut2-003.sgm-453.txt,30,count,true,18,61,0,11,5,1.0,0.9258200997725509,0.8864052604279185,
reut2-003.sgm-489.txt,27,count,true,16,76,5,2,12,1.0,0.8164965809277276,0.781735959970573,
reut2-003.sgm-559.txt,27,count,true,17,78,1,13,6,1.0,0.7687061147858092,0.7385489458759968,
reut2-003.sgm-593.txt,26,count,true,13,74,8,0,1,1.0,0.8660254037844388,0.8062257748298545,
reut2-003.sgm-867.txt,27,count,true,12,43,7,0,1,1.0,0.9701425001453319,0.8043996665398438,
reut2-003.sgm-937.txt,22,count,true,20,57,3,10,12,1.0,0.866025403784438,0.7499999999999989,
reut2-003.sgm-986.txt,26,count,true,17,68,11,12,1,1.0,0.8563488385776752,0.8164965809277271,
reut2-003.sgm-991.txt,22,count,true,17,64,1,3,0,1.0,0.9393364366277249,0.8043996665398448,
reut2-004.sgm-105.txt,32,count,true,15,65,2,8,6,1.0,0.8744746321952064,0.8043996665398436,
reut2-004.sgm-245.txt,28,count,true,14,70,10,0,4,1.0,0.8498365855987958,0.8164965809277246,
